lea_no,lea_name,school_no,school_name,eligible,participating,isp
380,Graham County Schools,308,Robbinsville High,, ,0.359
380,Graham County Schools,310,Robbinsville Middle,, ,0.3077
390,Granville County Schools,309,Butner-Stem Middle,, ,0.3494
390,Granville County Schools,311,Butner-Stem Elementary,X, ,0.4496
390,Granville County Schools,312,C G Credle Elementary,X, ,0.665
390,Granville County Schools,314,Center for Innovative Learning,X, ,0.6053
390,Granville County Schools,316,Creedmoor Elementary,X, ,0.434
390,Granville County Schools,320,G C Hawley Middle,, ,0.265
390,Granville County Schools,322,Granville Central High School,, ,0.3615
390,Granville County Schools,323,Granville Early College High School,, ,0.1553
390,Granville County Schools,324,J F Webb High,X, ,0.4597
390,Granville County Schools,328,Granville Magnet School,, ,0
390,Granville County Schools,331,Mary Potter Middle,X, ,0.4559
390,Granville County Schools,333,Mount Energy Elementary,, ,0.3291
390,Granville County Schools,334,Northern Granville Middle,X, ,0.4483
390,Granville County Schools,336,Joe Toler-Oak Hill Elem,X, ,0.4372
390,Granville County Schools,352,South Granville High,, ,0.2372
390,Granville County Schools,360,Stovall-Shaw Elementary,X, ,0.4681
390,Granville County Schools,362,Tar River Elementary,, ,0.2735
390,Granville County Schools,364,West Oxford Elementary,X, ,0.611
390,Granville County Schools,368,Wilton Elementary,, ,0.2418
390,Granville County Schools,700,JF Webb High School of Health,, ,0.146
390,Granville County Schools,704,S Granville High of Health Sci,, ,0
390,Granville County Schools,705,South Granville High School of Integrated Technology and Leaders,, ,0
400,Greene County Schools,308,Greene Central High,X,X,0.6705
400,Greene County Schools,312,Greene County Middle,X,X,0.691
400,Greene County Schools,315,Greene Early College High,X,X,0.4756
400,Greene County Schools,318,Greene County Intermediate Schools,X,X,0.7169
400,Greene County Schools,321,Snow Hill Primary,X,X,0.7526
400,Greene County Schools,332,West Greene Elementary,X,X,0.7753
410,Guilford County Schools,304,Alamance Elementary,, ,0.253
410,Guilford County Schools,307,Edwin A Alderman Elementary,X,X,0.4978
410,Guilford County Schools,310,Allen Jay Elementary,X,X,0.6004
410,Guilford County Schools,311,Allen Jay Middle - A Preparatory Academy,,X,0.3897
410,Guilford County Schools,313,Southern Middle,X,X,0.4973
410,Guilford County Schools,316,Allen Middle,X,X,0.5738
410,Guilford County Schools,319,T Wingate Andrews High,X,X,0.5595
410,Guilford County Schools,322,Archer Elementary,X,X,0.5691
410,Guilford County Schools,325,Aycock Middle,X,X,0.5406
410,Guilford County Schools,326,Middle College High at Bennett,,X,0.3469
410,Guilford County Schools,328,Bessemer Elementary,X,X,0.796
410,Guilford County Schools,331,Bluford Elementary,X,X,0.7695
410,Guilford County Schools,334,Brightwood Elementary,X,X,0.6198
410,Guilford County Schools,337,Brooks Global,, ,0.2257
410,Guilford County Schools,340,Monticello-Brown Summit Elem,X, ,0.4761
410,Guilford County Schools,341,Brown Summit Middle,, ,0.0455
410,Guilford County Schools,343,Claxton Elementary,, ,0.2381
410,Guilford County Schools,346,Colfax Elementary,, ,0.2469
410,Guilford County Schools,349,Ceasar Cone Elementary,X,X,0.846
410,Guilford County Schools,355,Dudley High,X,X,0.6034
410,Guilford County Schools,358,Eastern Guilford High,, ,0.388
410,Guilford County Schools,361,Erwin Montessori,X, ,0.4469
410,Guilford County Schools,364,Fairview Elementary,X,X,0.8054
410,Guilford County Schools,366,Waldo C Falkener Sr Elementary,X,X,0.8042
410,Guilford County Schools,367,Ferndale Middle,X,X,0.5699
410,Guilford County Schools,370,Florence Elementary,, ,0.2211
410,Guilford County Schools,373,Julius I Foust Elementary,X,X,0.6972
410,Guilford County Schools,376,Cyrus P Frazier Elementary,X,X,0.6163
410,Guilford County Schools,379,Gateway Education Center,X, ,0.4503
410,Guilford County Schools,382,Gibsonville Elementary,, ,0.3353
410,Guilford County Schools,385,Gillespie Park Elementary,X,X,0.8447
410,Guilford County Schools,388,General Greene Elementary,, ,0.2359
410,Guilford County Schools,390,GC Middle College High,, ,0.1293
410,Guilford County Schools,391,Penn-Griffin Middle,X, ,0.4201
410,Guilford County Schools,394,Grimsley High,, ,0.3064
410,Guilford County Schools,395,Early College at Guilford,, ,0.0406
410,Guilford County Schools,396,High School Ahead Academy,X,X,0.5053
410,Guilford County Schools,397,Guilford Middle,X, ,0.4753
410,Guilford County Schools,398,Newcomers School,X,X,0.6402
410,Guilford County Schools,399,GTCC East Middle College High,, ,0.2787
410,Guilford County Schools,400,Guilford Elementary,X,X,0.5404
410,Guilford County Schools,401,GTCC Middle College High,, ,0.2335
410,Guilford County Schools,402,Otis L Hairston Sr Middle,X,X,0.7546
410,Guilford County Schools,403,W M Hampton Elementary,X,X,0.7291
410,Guilford County Schools,406,High Point Central High,X, ,0.4698
410,Guilford County Schools,407,The Academy at High Point Central,,X,0.3206
410,Guilford County Schools,408,High Point GTCC Middle College,, ,0.3435
410,Guilford County Schools,409,Hunter Elementary,X,X,0.6981
410,Guilford County Schools,412,Irving Park Elementary,X,X,0.4943
410,Guilford County Schools,415,Jackson Middle,X,X,0.7199
410,Guilford County Schools,418,Jamestown Elementary,X,X,0.5423
410,Guilford County Schools,421,Jamestown Middle,, ,0.3683
410,Guilford County Schools,423,Jefferson Elementary,X,X,0.4407
410,Guilford County Schools,424,Jesse Wharton Elem,, ,0.2422
410,Guilford County Schools,427,Johnson Street Elementary,X,X,0.5493
410,Guilford County Schools,430,David D Jones Elementary,X,X,0.4441
410,Guilford County Schools,436,James Y Joyner Elementary,X,X,0.5538
410,Guilford County Schools,437,Kernodle Middle,, ,0.1302
410,Guilford County Schools,439,Kirkman Park Elementary,X,X,0.7373
410,Guilford County Schools,442,Kiser Middle,X, ,0.4542
410,Guilford County Schools,448,Lincoln Academy,, ,0.3114
410,Guilford County Schools,451,John Van Lindley Elementary,X, ,0.4542
410,Guilford County Schools,454,Madison Elementary,X, ,0.4709
410,Guilford County Schools,457,Herbin-Metz Education Center,, ,0.3582
410,Guilford County Schools,458,Greene Education Center @ Ragsdale,,X,0.381
410,Guilford County Schools,460,Eastern Middle,X,X,0.4241
410,Guilford County Schools,461,McLeansville Elementary,X,X,0.4084
410,Guilford County Schools,462,Ronald E McNair Elementary,X,X,0.5874
410,Guilford County Schools,463,Mendenhall Middle,, ,0.3767
410,Guilford County Schools,464,Meredith Haynes-Inman School,X, ,0.4526
410,Guilford County Schools,466,Millis Road Elementary,, ,0.2826
410,Guilford County Schools,469,Montlieu Avenue Elementary,X,X,0.6761
410,Guilford County Schools,472,Morehead Elementary,X, ,0.5023
410,Guilford County Schools,478,Murphy Traditional Academy,X,X,0.6537
410,Guilford County Schools,481,Nathanael Greene Elementary,, ,0.2644
410,Guilford County Schools,483,Middle College High at NC A&T,, ,0.3089
410,Guilford County Schools,484,Northeast Guilford High,X, ,0.4494
410,Guilford County Schools,486,Northern Elementary,, ,0.1017
410,Guilford County Schools,487,Northeast Guilford Middle,X, ,0.5393
410,Guilford County Schools,488,Northern Middle,, ,0.1422
410,Guilford County Schools,489,Northern High,, ,0.1145
410,Guilford County Schools,490,Northwest Guilford High,, ,0.0643
410,Guilford County Schools,491,Pearce Elementary,, ,0.121
410,Guilford County Schools,493,Northwest Guilford Middle,, ,0.0587
410,Guilford County Schools,496,Northwood Elementary,X,X,0.6543
410,Guilford County Schools,499,Oak Hill Elementary,X,X,0.6505
410,Guilford County Schools,502,Oak Ridge Elementary,, ,0.0453
410,Guilford County Schools,505,Oak View Elementary,X,X,0.5746
410,Guilford County Schools,508,Page High,, ,0.3428
410,Guilford County Schools,511,Parkview Village Elementary,X,X,0.8537
410,Guilford County Schools,514,Clara J Peck Elementary,X,X,0.7486
410,Guilford County Schools,517,Peeler Open Elementary,X,X,0.5826
410,Guilford County Schools,522,Pilot Elementary,, ,0.3774
410,Guilford County Schools,523,Pleasant Garden Elementary,, ,0.2885
410,Guilford County Schools,529,Lucy Ragsdale High,, ,0.3221
410,Guilford County Schools,530,Reedy Fork Elementary,X, ,0.4879
410,Guilford County Schools,532,Rankin Elementary,X,X,0.7189
410,Guilford County Schools,533,Scale School,X,X,0.7576
410,Guilford County Schools,534,Scale in High Point,X,X,0.6444
410,Guilford County Schools,535,Sedalia Elementary,, ,0.3923
410,Guilford County Schools,538,Sedgefield Elementary,X,X,0.6202
410,Guilford County Schools,541,Shadybrook Elementary,, ,0.3917
410,Guilford County Schools,542,"George C. Simkins, Jr Elementary",X, ,0.4495
410,Guilford County Schools,544,Ben L Smith High,X,X,0.5777
410,Guilford County Schools,545,Smith Academy,, ,0.2794
410,Guilford County Schools,547,Southeast Guilford High,, ,0.1943
410,Guilford County Schools,550,Southeast Guilford Middle,, ,0.2573
410,Guilford County Schools,553,Southern Elementary,X, ,0.423
410,Guilford County Schools,556,Southern Guilford High,X, ,0.4051
410,Guilford County Schools,559,Southwest Elementary,, ,0.111
410,Guilford County Schools,562,Southwest Guilford High,, ,0.2494
410,Guilford County Schools,565,Southwest Guilford Middle,, ,0.2857
410,Guilford County Schools,568,Sternberger Elementary,, ,0.1049
410,Guilford County Schools,569,STEM Early College at NC A&T SU,, ,0.1292
410,Guilford County Schools,571,Stokesdale Elementary,, ,0.1601
410,Guilford County Schools,574,Summerfield Elementary,, ,0.1204
410,Guilford County Schools,577,Sumner Elementary,X,X,0.5945
410,Guilford County Schools,578,Triangle Lake Montessori Elem,X, ,0.4851
410,Guilford County Schools,579,UNC-G Early/Middle College,, ,0.2755
410,Guilford County Schools,580,Union Hill Elementary,X,X,0.671
410,Guilford County Schools,583,Vandalia Elementary,X,X,0.6117
410,Guilford County Schools,586,Washington Elementary,X,X,0.7013
410,Guilford County Schools,589,Philip J Weaver Ed Center,, ,0.1047
410,Guilford County Schools,592,Laurin Welborn Middle,X,X,0.6628
410,Guilford County Schools,595,Western Guilford High,, ,0.2964
410,Guilford County Schools,598,Wiley Acel/Enrichment,X,X,0.8879
420,Halifax County Schools,304,Aurelian Springs Elementary,X,X,0.7545
420,Halifax County Schools,316,Dawson Elementary,X,X,0.8776
420,Halifax County Schools,324,Enfield Middle,X,X,0.8815
420,Halifax County Schools,328,Everetts Elementary,X,X,0.8
420,Halifax County Schools,336,Hollister Elementary,X,X,0.6788
420,Halifax County Schools,340,Inborden Elementary,X,X,0.8893
420,Halifax County Schools,346,Northwest High,X,X,0.7218
420,Halifax County Schools,348,Pittman Elementary,X,X,0.8232
420,Halifax County Schools,358,Southeast Halifax High,X,X,0.8257
420,Halifax County Schools,376,William R Davie Middle,X,X,0.7914
421,Roanoke Rapids City Schools,304,Belmont Elementary,X, ,0.6861
421,Roanoke Rapids City Schools,306,Chaloner Middle,X, ,0.458
421,Roanoke Rapids City Schools,316,Roanoke Rapids High,, ,0.3966
421,Roanoke Rapids City Schools,328,William L Manning Elementary,X, ,0.506
422,Weldon City Schools,310,Roanoke Valley Early College,X,X,0.457
422,Weldon City Schools,314,Weldon Elementary,X,X,0.7021
422,Weldon City Schools,315,Weldon High School,X,X,0.7819
422,Weldon City Schools,318,Weldon Middle,X,X,0.8235
430,Harnett County Schools,304,Anderson Creek Primary,X, ,0.4226
430,Harnett County Schools,308,Angier Elementary,X, ,0.4671
430,Harnett County Schools,312,Benhaven Elementary,X, ,0.4269
430,Harnett County Schools,316,Boone Trail Elementary,, ,0.3432
430,Harnett County Schools,320,Buies Creek Elementary,, ,0.3366
430,Harnett County Schools,328,Coats Elementary,X, ,0.5221
430,Harnett County Schools,330,Coats-Erwin Middle,X, ,0.4801
430,Harnett County Schools,332,Dunn Middle,X, ,0.688
430,Harnett County Schools,336,Erwin Elementary,X, ,0.5714
430,Harnett County Schools,340,Gentry Primary,X, ,0.6192
430,Harnett County Schools,344,Harnett Primary,X, ,0.665
430,Harnett County Schools,345,STAR Academy,X, ,0.6
430,Harnett County Schools,346,Harnett Central High,, ,0.3383
430,Harnett County Schools,347,Harnett Central Middle,, ,0.394
430,Harnett County Schools,348,Johnsonville Elementary,X, ,0.6087
430,Harnett County Schools,349,Highland Elementary,, ,0.3023
430,Harnett County Schools,351,Highland Middle School,, ,0.3912
430,Harnett County Schools,352,LaFayette Elementary,, ,0.2417
430,Harnett County Schools,358,Lillington-Shawtown Elementary,X, ,0.5484
430,Harnett County Schools,368,North Harnett Primary,X, ,0.4575
430,Harnett County Schools,369,Overhills Elementary School,, ,0.2528
430,Harnett County Schools,370,Overhills Middle,, ,0.3714
430,Harnett County Schools,371,Overhills High School,, ,0.2483
430,Harnett County Schools,376,South Harnett Elementary,X, ,0.436
430,Harnett County Schools,378,Triton High,X, ,0.4915
430,Harnett County Schools,380,Wayne Avenue Elem,X, ,0.718
430,Harnett County Schools,384,Western Harnett High,, ,0.3352
430,Harnett County Schools,386,Western Harnett Middle,, ,0.3076
440,Haywood County Schools,314,Bethel Elementary,X, ,0.446
440,Haywood County Schools,318,Bethel Middle,, ,0.3597
440,Haywood County Schools,320,Canton Middle,X, ,0.4304
440,Haywood County Schools,326,Central Haywood High,X, ,0.6812
440,Haywood County Schools,328,Clyde Elementary,X,X,0.5069
440,Haywood County Schools,332,Riverbend Elementary,, ,0.3775
440,Haywood County Schools,346,Haywood Early College,, ,0.3023
440,Haywood County Schools,348,Hazelwood Elementary,X, ,0.4723
440,Haywood County Schools,349,Jonathan Valley Elementary,X, ,0.401
440,Haywood County Schools,350,Junaluska Elementary,X, ,0.4023
440,Haywood County Schools,364,Meadowbrook Elementary,X, ,0.4912
440,Haywood County Schools,368,North Canton Elementary,X,X,0.4607
440,Haywood County Schools,378,Pisgah High,, ,0.2726
440,Haywood County Schools,390,Tuscola High,, ,0.2783
440,Haywood County Schools,396,Waynesville Middle,, ,0.329
450,Henderson County Schools,301,Apple Valley Middle,, ,0.3546
450,Henderson County Schools,302,Atkinson Elementary,, ,0.2615
450,Henderson County Schools,306,Bruce Drysdale Elementary,X, ,0.5129
450,Henderson County Schools,307,Clear Creek Elementary,, ,0.3527
450,Henderson County Schools,308,Dana Elementary,, ,0.3873
450,Henderson County Schools,316,East Henderson High,, ,0.3067
450,Henderson County Schools,322,Edneyville Elementary,X, ,0.4872
450,Henderson County Schools,324,Etowah Elementary,, ,0.2956
450,Henderson County Schools,328,Flat Rock Middle,, ,0.3533
450,Henderson County Schools,332,Fletcher Elementary,, ,0.2441
450,Henderson County Schools,333,Hendersonville Elementary,, ,0.1748
450,Henderson County Schools,334,Hendersonville High,, ,0.1859
450,Henderson County Schools,335,Hendersonville Middle,, ,0.2864
450,Henderson County Schools,336,Hillandale Elementary,X, ,0.4651
450,Henderson County Schools,339,Glenn C Marlow Elementary,, ,0.1818
450,Henderson County Schools,340,Mills River Elementary,, ,0.2352
450,Henderson County Schools,341,North Henderson High,, ,0.2322
450,Henderson County Schools,342,Rugby Middle,, ,0.1669
450,Henderson County Schools,343,Balfour Education Center,X,X,0.525
450,Henderson County Schools,344,Sugarloaf Elementary,X,X,0.5158
450,Henderson County Schools,346,Upward Elementary,X, ,0.4188
450,Henderson County Schools,352,West Henderson High,, ,0.1413
450,Henderson County Schools,354,Henderson County Early College,, ,0.2188
460,Hertford County Schools,308,Ahoskie Elementary,X,X,0.7628
460,Hertford County Schools,312,Bearfield Primary,X,X,0.7611
460,Hertford County Schools,318,Hertford County Middle,X,X,0.7291
460,Hertford County Schools,320,Hertford County High,X,X,0.7554
460,Hertford County Schools,322,Hertford County Early College,X,X,0.45
460,Hertford County Schools,332,Riverview Elementary,X,X,0.7837
460,Hertford County Schools,340,CSB Student Development Center,X,X,0.5075
470,Hoke County Schools,310,Don Steed Elementary,, ,0.3725
470,Hoke County Schools,312,Hoke County High,X, ,0.5062
470,Hoke County Schools,316,J W McLauchlin Elementary,X,X,0.6973
470,Hoke County Schools,320,West Hoke Middle,X,X,0.6416
470,Hoke County Schools,328,Scurlock Elementary,X,X,0.7244
470,Hoke County Schools,330,Hawk Eye Elementary,X,X,0.8731
470,Hoke County Schools,332,East Hoke Middle,X, ,0.4371
470,Hoke County Schools,336,West Hoke Elementary,X,X,0.792
470,Hoke County Schools,340,Rockfish Hoke Elementary,, ,0.208
470,Hoke County Schools,342,J W Turlington,X,X,0.7835
470,Hoke County Schools,346,Upchurch Elementary,X,X,0.7474
470,Hoke County Schools,441,Sandy Grove Elementary,X, ,0.558
470,Hoke County Schools,442,Sandy Grove Middle School,X, ,0.4417
470,Hoke County Schools,443,SandHoke Early College,, ,0.3593
480,Hyde County Schools,306,Mattamuskeet Elementary,X,X,0.6349
480,Hyde County Schools,318,Mattamuskeet Early College High School,X,X,0.6402
490,Iredell-Statesville Schools,308,Brawley Middle,, ,0.0528
490,Iredell-Statesville Schools,312,Celeste Henkel Elementary,, ,0.3982
490,Iredell-Statesville Schools,316,Central Elementary,, ,0.1841
490,Iredell-Statesville Schools,318,Coddle Creek,, ,0.0867
490,Iredell-Statesville Schools,319,Cloverleaf,X, ,0.4948
490,Iredell-Statesville Schools,320,Collaborative College of Techn,, ,0.1106
490,Iredell-Statesville Schools,324,Cool Spring Elementary,, ,0.2487
490,Iredell-Statesville Schools,326,East Iredell Elementary,X, ,0.4094
490,Iredell-Statesville Schools,327,East Middle,, ,0.3567
490,Iredell-Statesville Schools,332,Harmony Elementary,, ,0.3066
490,Iredell-Statesville Schools,335,Lake Norman High,, ,0.0323
490,Iredell-Statesville Schools,336,Lake Norman Elementary,, ,0.0909
490,Iredell-Statesville Schools,337,Lakeshore Elementary,, ,0.0908
490,Iredell-Statesville Schools,338,Lakeshore Middle,, ,0.1061
490,Iredell-Statesville Schools,342,Monticello School,X, ,0.6071
490,Iredell-Statesville Schools,344,Mount Mourne School,, ,0.0089
490,Iredell-Statesville Schools,345,N B Mills Elementary,X, ,0.5714
490,Iredell-Statesville Schools,346,North Iredell High,, ,0.158
490,Iredell-Statesville Schools,347,Northview School,, ,0.0862
490,Iredell-Statesville Schools,348,Scotts Elementary,, ,0.3579
490,Iredell-Statesville Schools,349,North Iredell Middle,, ,0.2632
490,Iredell-Statesville Schools,350,Pressly School,X, ,0.8947
490,Iredell-Statesville Schools,352,Statesville Middle,X, ,0.5098
490,Iredell-Statesville Schools,354,Statesville High,, ,0.3384
490,Iredell-Statesville Schools,355,Crossroads Arts Science Early College,, ,0.1698
490,Iredell-Statesville Schools,356,Sharon Elementary,, ,0.3108
490,Iredell-Statesville Schools,360,Shepherd Elementary,, ,0.2059
490,Iredell-Statesville Schools,362,South Iredell High,, ,0.1002
490,Iredell-Statesville Schools,363,Third Creek Elementary,X, ,0.4392
490,Iredell-Statesville Schools,364,Troutman Elementary,, ,0.2716
490,Iredell-Statesville Schools,366,Troutman Middle,, ,0.2494
490,Iredell-Statesville Schools,368,Union Grove Elementary,, ,0.3108
490,Iredell-Statesville Schools,380,West Iredell High,, ,0.2739
490,Iredell-Statesville Schools,384,West Iredell Middle,, ,0.3171
490,Iredell-Statesville Schools,390,Woodland Heights Elementary,, ,0.03
491,Mooresville Graded School District,303,East Mooresville Intermediate,, ,0.2309
491,Mooresville Graded School District,306,Mooresville Intermediate,, ,0.2047
491,Mooresville Graded School District,308,Mooresville Middle,, ,0.1766
491,Mooresville Graded School District,312,Mooresville Senior High,, ,0.1443
491,Mooresville Graded School District,316,Park View Elementary,, ,0.3623
491,Mooresville Graded School District,318,Rocky River Elementary,, ,0.1188
491,Mooresville Graded School District,320,South Elementary,, ,0.3177
500,Jackson County Schools,302,Blue Ridge Early College,,X,0.2825
500,Jackson County Schools,304,Cullowhee Valley School,X, ,0.425
500,Jackson County Schools,314,Fairview Elementary,X, ,0.4086
500,Jackson County Schools,316,Blue Ridge School,X,X,0.5
500,Jackson County Schools,323,Jackson County Early College,, ,0.1732
500,Jackson County Schools,324,Jackson Co Sch of Alt,X,X,0.6847
500,Jackson County Schools,332,Scotts Creek Elementary,X, ,0.4204
500,Jackson County Schools,337,Smokey Mountain Elementary,X,X,0.4696
500,Jackson County Schools,340,Smoky Mountain High,, ,0.2713
510,Johnston County Schools,308,Benson Elementary,X, ,0.4747
510,Johnston County Schools,310,Benson Middle,X, ,0.4343
510,Johnston County Schools,324,Clayton High,, ,0.1877
510,Johnston County Schools,325,Career and Technical Leadership Academy,, ,0.3276
510,Johnston County Schools,326,West Clayton Elementary,, ,0.2645
510,Johnston County Schools,327,Cleveland High School,, ,0.1466
510,Johnston County Schools,328,Cleveland Elementary,, ,0.1815
510,Johnston County Schools,329,Cleveland Middle,, ,0.1527
510,Johnston County Schools,330,Cooper Elementary,, ,0.386
510,Johnston County Schools,332,Corinth Holders,, ,0.3748
510,Johnston County Schools,333,Corinth Holders High School,, ,0.1266
510,Johnston County Schools,334,Dixon Road Elementary,, ,0.2269
510,Johnston County Schools,336,East Clayton Elementary,, ,0.1911
510,Johnston County Schools,340,Four Oaks Elementary,X, ,0.4686
510,Johnston County Schools,342,Four Oaks Middle,X, ,0.4046
510,Johnston County Schools,343,Micro Elementary,X, ,0.4581
510,Johnston County Schools,344,North Johnston Middle,X, ,0.4293
510,Johnston County Schools,356,Glendale-Kenly Elementary,X, ,0.4582
510,Johnston County Schools,357,Johnston Co Middle College,, ,0.0813
510,Johnston County Schools,358,McGee's Crossroads Elem,, ,0.231
510,Johnston County Schools,359,McGee's Crossroads Middle,, ,0.2151
510,Johnston County Schools,360,Meadow Elementary,X, ,0.4443
510,Johnston County Schools,364,Archer Lodge Middle School,, ,0.1845
510,Johnston County Schools,367,Early College,, ,0.1861
510,Johnston County Schools,368,North Johnston High,, ,0.3254
510,Johnston County Schools,372,Pine Level Elementary,X, ,0.4593
510,Johnston County Schools,373,Powhatan Elementary,, ,0.1254
510,Johnston County Schools,374,Princeton Elementary,X, ,0.4062
510,Johnston County Schools,376,Princeton High,, ,0.3372
510,Johnston County Schools,377,River Dell Elementary,, ,0.1355
510,Johnston County Schools,378,Riverwood Elementary,, ,0.1184
510,Johnston County Schools,379,Riverwood Middle,, ,0.156
510,Johnston County Schools,380,South Campus Community High,X, ,0.4
510,Johnston County Schools,381,South Campus Community Middle,X, ,0.6667
510,Johnston County Schools,388,Selma Elementary,X, ,0.6723
510,Johnston County Schools,390,Selma Middle School,X, ,0.6118
510,Johnston County Schools,396,West Smithfield Elementary,X, ,0.6715
510,Johnston County Schools,397,Smithfield Middle,X, ,0.5118
510,Johnston County Schools,399,Smithfield-Selma High,X, ,0.451
510,Johnston County Schools,402,South Johnston High,, ,0.3472
510,Johnston County Schools,404,South Smithfield Elementary,X, ,0.5914
510,Johnston County Schools,406,West Johnston High,, ,0.1751
510,Johnston County Schools,408,Wilson's Mills Elementary,X, ,0.4934
510,Johnston County Schools,410,Polenta Elementary,, ,0.2291
510,Johnston County Schools,412,Clayton Middle,, ,0.2095
510,Johnston County Schools,414,West View Elementary,, ,0.1704
520,Jones County Schools,304,Pollocksville Elementary,X,X,0.6258
520,Jones County Schools,308,Comfort Elementary,X,X,0.5964
520,Jones County Schools,320,Jones Senior High,X,X,0.6
520,Jones County Schools,324,Jones Middle,X,X,0.6129
520,Jones County Schools,328,Maysville Elementary,X,X,0.6207
520,Jones County Schools,336,Trenton Elementary,X,X,0.7083
530,Lee County Schools,302,Benjamin T Bullock Elem,X, ,0.6006
530,Lee County Schools,306,Bragg Street Academy,X, ,0.6923
530,Lee County Schools,308,Broadway Elementary,X, ,0.6157
530,Lee County Schools,312,Deep River Elementary,X, ,0.6556
530,Lee County Schools,314,East Lee Middle,X, ,0.4894
530,Lee County Schools,316,Floyd L Knight Children Ctr,X, ,0.7712
530,Lee County Schools,320,Greenwood Elementary,X, ,0.6409
530,Lee County Schools,335,Lee Early College,, ,0.3521
530,Lee County Schools,336,Lee County High,X, ,0.4279
530,Lee County Schools,340,J Glenn Edwards Elementary,X, ,0.6576
530,Lee County Schools,341,SanLee Middle School,X, ,0.5621
530,Lee County Schools,343,Southern Lee High School,X, ,0.4599
530,Lee County Schools,346,Tramway Elementary,, ,0.2876
530,Lee County Schools,354,J R Ingram Jr Elementary,X, ,0.5571
530,Lee County Schools,356,West Lee Middle,X, ,0.5
530,Lee County Schools,358,Warren Williams Elementary Alternative School,X, ,0.7164
540,Lenoir County Public Schools,304,Banks Elementary,X,X,0.5299
540,Lenoir County Public Schools,308,Contentnea-Savannah K-8,X,X,0.7
540,Lenoir County Public Schools,312,E B Frink Middle,X,X,0.6452
540,Lenoir County Public Schools,315,Kinston High,X,X,0.8276
540,Lenoir County Public Schools,316,LaGrange Elementary,X,X,0.8045
540,Lenoir County Public Schools,317,Lenoir County Early College High School,X,X,0.5123
540,Lenoir County Public Schools,318,Lenoir County Learning Academy,X,X,0.7564
540,Lenoir County Public Schools,320,Moss Hill Elementary,X,X,0.6875
540,Lenoir County Public Schools,324,North Lenoir High,X,X,0.5939
540,Lenoir County Public Schools,325,Northeast Elementary School,X,X,0.925
540,Lenoir County Public Schools,326,Northwest Elementary,X,X,0.7961
540,Lenoir County Public Schools,328,Pink Hill Elementary,X,X,0.6654
540,Lenoir County Public Schools,330,Rochelle Middle,X,X,0.9102
540,Lenoir County Public Schools,336,South Lenoir High,X,X,0.5112
540,Lenoir County Public Schools,338,Southeast Elementary,X,X,0.9506
540,Lenoir County Public Schools,340,Southwood Elementary,X,X,0.5368
540,Lenoir County Public Schools,344,Woodington Middle,X,X,0.6123
540,Lenoir County Public Schools,400,Teachers Memorial Elem,X,X,0.85
550,Lincoln County Schools,308,Asbury School,X, ,0.6308
550,Lincoln County Schools,312,Battleground Elementary,X,X,0.6816
550,Lincoln County Schools,314,Catawba Springs Elementary,, ,0.1756
550,Lincoln County Schools,316,G E Massey Elementary,X, ,0.4919
550,Lincoln County Schools,320,East Lincoln High,, ,0.1421
550,Lincoln County Schools,322,East Lincoln Middle,, ,0.1769
550,Lincoln County Schools,324,Kiser Intermediate,X, ,0.5488
550,Lincoln County Schools,328,Iron Station Elementary,, ,0.3674
550,Lincoln County Schools,332,Lincolnton High,, ,0.3484
550,Lincoln County Schools,334,Lincolnton Middle,X, ,0.4652
550,Lincoln County Schools,336,Love Memorial Elementary,X, ,0.4756
550,Lincoln County Schools,340,Childers Elementary,X, ,0.4487
550,Lincoln County Schools,342,North Brook Elementary,X, ,0.4473
550,Lincoln County Schools,344,North Lincoln High School,, ,0.1352
550,Lincoln County Schools,348,Pumpkin Center Primary,, ,0.2701
550,Lincoln County Schools,349,Pumpkin Center Intermediate,, ,0.27
550,Lincoln County Schools,350,North Lincoln Middle,, ,0.1524
550,Lincoln County Schools,356,Rock Springs Elementary,, ,0.108
550,Lincoln County Schools,360,S Ray Lowder Elementary,X,X,0.5279
550,Lincoln County Schools,362,St James Elementary School,, ,0.1599
550,Lincoln County Schools,364,Union Elementary,, ,0.3015
550,Lincoln County Schools,368,West Lincoln High,, ,0.3151
550,Lincoln County Schools,372,West Lincoln Middle,, ,0.3344
560,Macon County Schools,304,Cartoogechaye Elementary,, ,0.3275
560,Macon County Schools,316,East Franklin Elementary,X,X,0.5028
560,Macon County Schools,320,Franklin High,, ,0.2767
560,Macon County Schools,324,Highlands School,, ,0.2158
560,Macon County Schools,328,Iotla Elementary,X, ,0.412
560,Macon County Schools,329,Early College,, ,0.2422
560,Macon County Schools,330,Macon Middle,, ,0.3654
560,Macon County Schools,331,Mountain View Intermediate,, ,0.3682
560,Macon County Schools,332,Nantahala School,, ,0.3205
560,Macon County Schools,338,South Macon Elementary,X, ,0.4339
560,Macon County Schools,350,Union Academy,X,X,0.5821
570,Madison County Schools,306,Brush Creek Elementary,, ,0.3571
570,Madison County Schools,312,Hot Springs Elementary,X, ,0.5
570,Madison County Schools,317,Madison Early College,, ,0.1854
570,Madison County Schools,318,Madison High,, ,0.3069
570,Madison County Schools,319,Madison Middle,, ,0.347
570,Madison County Schools,320,Mars Hill Elementary,, ,0.364
580,Martin County Schools,308,Williamston Primary,X,X,0.6471
580,Martin County Schools,312,E J Hayes Elementary,X,X,0.6475
